jobs,things,y
1.00000000000000,3.00000000000000,0.00195701157647
1.00000000000000,2.00000000000000,-0.00141895954263
1.00000000000000,4.00000000000000,0.00027098246883
1.00000000000000,1.00000000000000,0.00101076401276
1.00000000000000,1.00000000000000,0.00000040190088
1.00000000000000,4.00000000000000,0.00319833029012
1.00000000000000,1.00000000000000,-0.00225361043530
1.00000000000000,1.00000000000000,-0.00066821507679
1.00000000000000,1.00000000000000,0.00192251859089
1.00000000000000,3.00000000000000,0.00248206423407
1.00000000000000,1.00000000000000,0.00118627574883
1.00000000000000,1.00000000000000,0.00138756260070
1.00000000000000,2.00000000000000,-0.00200626105257
1.00000000000000,3.00000000000000,-0.00448230199521
1.00000000000000,1.00000000000000,0.00164983543274
1.00000000000000,2.00000000000000,0.00168372225550
1.00000000000000,2.00000000000000,-0.00313834050841
1.00000000000000,4.00000000000000,-0.00042795836233
1.00000000000000,4.00000000000000,-0.00013872988125
1.00000000000000,2.00000000000000,-0.00133622120586
1.00000000000000,6.00000000000000,-0.00024115046037
1.00000000000000,5.00000000000000,0.00352533977068
1.00000000000000,10.00000000000000,-0.00042490301977
1.00000000000000,12.00000000000000,0.00021357432327
1.00000000000000,12.00000000000000,0.00044997897901
1.00000000000000,10.00000000000000,-0.00372997681829
1.00000000000000,10.00000000000000,-0.00676464504629
1.00000000000000,10.00000000000000,-0.00171202571403
1.00000000000000,10.00000000000000,0.00157262889591
1.00000000000000,5.00000000000000,-0.00584920349518
1.00000000000000,12.00000000000000,-0.00334391636583
1.00000000000000,12.00000000000000,-0.00229945005820
1.00000000000000,12.00000000000000,0.00001165632851
1.00000000000000,5.00000000000000,-0.00171653820138
1.00000000000000,12.00000000000000,-0.00172248316136
2.00000000000000,6.00000000000000,0.14444405894305
2.00000000000000,4.00000000000000,0.11779431061266
2.00000000000000,3.00000000000000,0.41665840801961
2.00000000000000,2.00000000000000,0.08477876395979
2.00000000000000,7.00000000000000,0.35076387150057
2.00000000000000,5.00000000000000,0.38107977064791
2.00000000000000,8.00000000000000,0.16760060245356
